"indicator_id","indicator","unit","indicator_desc","source_org","source_id","source"
"BAR.POP.25UP","Barro-Lee: Population in thousands, age 25+, total",NA,"Population in thousands, age 25+, total is the total population over age 25 in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.25UP.FE","Barro-Lee: Population in thousands, age 25+, female",NA,"Population in thousands, age 25+, female is the female population over age 25 in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.3034","Barro-Lee: Population in thousands, age 30-34, total",NA,"Population in thousands, age 30-34, total is the total population of 30-34 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.3034.FE","Barro-Lee: Population in thousands, age 30-34, female",NA,"Population in thousands, age 30-34, female is the female population of 30-34 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.3539","Barro-Lee: Population in thousands, age 35-39, total",NA,"Population in thousands, age 35-39, total is the total population of 35-39 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.3539.FE","Barro-Lee: Population in thousands, age 35-39, female",NA,"Population in thousands, age 35-39, female is the female population of 35-39 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.4044","Barro-Lee: Population in thousands, age 40-44, total",NA,"Population in thousands, age 40-44, total is the total population of 40-44 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.4044.FE","Barro-Lee: Population in thousands, age 40-44, female",NA,"Population in thousands, age 40-44, female is the female population of 40-44 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.4549","Barro-Lee: Population in thousands, age 45-49, total",NA,"Population in thousands, age 45-49, total is the total population of 45-49 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.4549.FE","Barro-Lee: Population in thousands, age 45-49, female",NA,"Population in thousands, age 45-49, female is the female population of 45-49 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.5054","Barro-Lee: Population in thousands, age 50-54, total",NA,"Population in thousands, age 50-54, total is the total population of 50-54 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.5054.FE","Barro-Lee: Population in thousands, age 50-54, female",NA,"Population in thousands, age 50-54, female is the female population of 50-54 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.5559","Barro-Lee: Population in thousands, age 55-59, total",NA,"Population in thousands, age 55-59, total is the total population of 55-59 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.5559.FE","Barro-Lee: Population in thousands, age 55-59, female",NA,"Population in thousands, age 55-59, female is the female population of 55-59 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.6064","Barro-Lee: Population in thousands, age 60-64, total",NA,"Population in thousands, age 60-64, total is the total population of 60-64 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.6064.FE","Barro-Lee: Population in thousands, age 60-64, female",NA,"Population in thousands, age 60-64, female is the female population of 60-64 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.6569","Barro-Lee: Population in thousands, age 65-69, total",NA,"Population in thousands, age 65-69, total is the total population of 65-69 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.6569.FE","Barro-Lee: Population in thousands, age 65-69, female",NA,"Population in thousands, age 65-69, female is the female population of 65-69 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.7074","Barro-Lee: Population in thousands, age 70-74, total",NA,"Population in thousands, age 70-74, total is the total population of 70-74 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.7074.FE","Barro-Lee: Population in thousands, age 70-74, female",NA,"Population in thousands, age 70-74, female is the female population of 70-74 year olds in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.75UP","Barro-Lee: Population in thousands, age 75+, total",NA,"Population in thousands, age 75+, total is the total population over age 75 in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.POP.75UP.FE","Barro-Lee: Population in thousands, age 75+, female",NA,"Population in thousands, age 75+, female is the female population over age 75 in thousands estimated by Barro-Lee.","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.1519.FE.ZS","Barro-Lee: Percentage of female population age 15-19 with primary schooling. Completed Primary",NA,"Percentage of female population age 15-19 with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.1519.ZS","Barro-Lee: Percentage of population age 15-19 with primary schooling. Completed Primary",NA,"Percentage of population age 15-19 with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.15UP.FE.ZS","Barro-Lee: Percentage of female population age 15+ with primary schooling. Completed Primary",NA,"Percentage of female population age 15+ with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.15UP.ZS","Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary",NA,"Percentage of population age 15+ with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.2024.FE.ZS","Barro-Lee: Percentage of female population age 20-24 with primary schooling. Completed Primary",NA,"Percentage of female population age 20-24 with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.2024.ZS","Barro-Lee: Percentage of population age 20-24 with primary schooling. Completed Primary",NA,"Percentage of population age 20-24 with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.2529.FE.ZS","Barro-Lee: Percentage of female population age 25-29 with primary schooling. Completed Primary",NA,"Percentage of female population age 25-29 with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.2529.ZS","Barro-Lee: Percentage of population age 25-29 with primary schooling. Completed Primary",NA,"Percentage of population age 25-29 with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
"BAR.PRM.CMPT.25UP.FE.ZS","Barro-Lee: Percentage of female population age 25+ with primary schooling. Completed Primary",NA,"Percentage of female population age 25+ with primary schooling. Completed Primary","Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/",12,"Education Statistics"
