"Phylum","Environment","Sector","Type_of_cost","country","Cost"
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","HN",4994615.14803315
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","ID",10117248.7561528
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","IN",4694253.34841478
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","IT",5126290.35439203
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","JP",279407.124659297
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","KH",1516468.46763175
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","KR",2028833.97667942
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","LA",2564668.19389535
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","MM",5145108.00687817
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","MX",11285745.3425336
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","NP",3189827.44231129
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","PA",3141097.28230195
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","PE",7494993.25765682
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","PH",10219316.8224957
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","PY",2492622.28864175
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","SR",1505834.20699608
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","SV",2252382.20480927
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","SZ",726317.516144774
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","TH",5717450.1808801
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","TZ",20413983.6601799
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","US",73535606.2469174
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","UY",1503155.00631599
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","VE",13684162.1569361
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","VN",2206027.13241335
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","ZA",15630717.0868028
"Tracheophyta","Semi-Aquatic","Mixed","Mixed","ZW",4454938.77051753
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","AR",353225.280143318
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","BO",300325.14879095
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","CA",66727750.8324651
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","CH",435452.915770498
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","CN",275491.659898948
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","DE",3261270.28270035
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","EC",232684.772126662
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","EE",144236.000569874
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","FI",464108.343917911
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","GB",1425166.79152744
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","IE",73448.6950389947
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","IS",229497.873277639
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","MX",43157.7361684558
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","NZ",2096151.3109532
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","PE",378176.276083672
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","RO",575959.625683573
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","SE",4603879.8347544
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","TR",49810.4376644677
"Tracheophyta","Semi-aquatic","Authorities-Stakeholders","Management","US",11273876.8436634
"Tracheophyta","Terrestrial","Agriculture","Damage","AD",5192031.73384303
"Tracheophyta","Terrestrial","Agriculture","Damage","AE",26355145.0742533
"Tracheophyta","Terrestrial","Agriculture","Damage","AF",181305368.111825
"Tracheophyta","Terrestrial","Agriculture","Damage","AG",4035479.52024927
"Tracheophyta","Terrestrial","Agriculture","Damage","AL",7909587.94092136
"Tracheophyta","Terrestrial","Agriculture","Damage","AM",16042581.5377259
"Tracheophyta","Terrestrial","Agriculture","Damage","AO",74269367.5480312
"Tracheophyta","Terrestrial","Agriculture","Damage","AR",236959415.479533
"Tracheophyta","Terrestrial","Agriculture","Damage","AT",167546596.771228
"Tracheophyta","Terrestrial","Agriculture","Damage","AU",59704936.0176416
"Tracheophyta","Terrestrial","Agriculture","Damage","AZ",121867392.613183
"Tracheophyta","Terrestrial","Agriculture","Damage","BA",164515488.159167
"Tracheophyta","Terrestrial","Agriculture","Damage","BB",2885505.08966774
"Tracheophyta","Terrestrial","Agriculture","Damage","BD",16974166.478442
"Tracheophyta","Terrestrial","Agriculture","Damage","BE",9379795.31624677
"Tracheophyta","Terrestrial","Agriculture","Damage","BF",86086983.6988498
"Tracheophyta","Terrestrial","Agriculture","Damage","BG",270915402.310852
"Tracheophyta","Terrestrial","Agriculture","Damage","BI",18323280.6716019
"Tracheophyta","Terrestrial","Agriculture","Damage","BJ",186206608.89427
"Tracheophyta","Terrestrial","Agriculture","Damage","BN",2075907.52851642
"Tracheophyta","Terrestrial","Agriculture","Damage","BO",151733907.909897
"Tracheophyta","Terrestrial","Agriculture","Damage","BR",1178598247.26758
"Tracheophyta","Terrestrial","Agriculture","Damage","BS",4342410.82492596
"Tracheophyta","Terrestrial","Agriculture","Damage","BT",2770820.25632397
"Tracheophyta","Terrestrial","Agriculture","Damage","BW",52087347.2042255
"Tracheophyta","Terrestrial","Agriculture","Damage","BY",9054889.31753668
"Tracheophyta","Terrestrial","Agriculture","Damage","BZ",3307454.44221971
"Tracheophyta","Terrestrial","Agriculture","Damage","CA",2628107126.37847
"Tracheophyta","Terrestrial","Agriculture","Damage","CD",187146479.515642
"Tracheophyta","Terrestrial","Agriculture","Damage","CF",54782170.8448845
"Tracheophyta","Terrestrial","Agriculture","Damage","CG",32979776.961917
"Tracheophyta","Terrestrial","Agriculture","Damage","CH",20112344.6160747
"Tracheophyta","Terrestrial","Agriculture","Damage","CI",65444435.9563821
"Tracheophyta","Terrestrial","Agriculture","Damage","CL",3124153.14589234
"Tracheophyta","Terrestrial","Agriculture","Damage","CM",113769495.55634
"Tracheophyta","Terrestrial","Agriculture","Damage","CN",309900023.337626
"Tracheophyta","Terrestrial","Agriculture","Damage","CO",175239667.570952
"Tracheophyta","Terrestrial","Agriculture","Damage","CR",90617407.3329956
"Tracheophyta","Terrestrial","Agriculture","Damage","CU",306209698.650254
"Tracheophyta","Terrestrial","Agriculture","Damage","CV",4831664.56261662
"Tracheophyta","Terrestrial","Agriculture","Damage","CY",4464438.29519101
"Tracheophyta","Terrestrial","Agriculture","Damage","CZ",28693275.9557713
"Tracheophyta","Terrestrial","Agriculture","Damage","DE",42782450.0320294
"Tracheophyta","Terrestrial","Agriculture","Damage","DJ",3904623.17077313
"Tracheophyta","Terrestrial","Agriculture","Damage","DK",6482441.94437746
"Tracheophyta","Terrestrial","Agriculture","Damage","DM",5508467.03424406
"Tracheophyta","Terrestrial","Agriculture","Damage","DO",19953598.9839704
"Tracheophyta","Terrestrial","Agriculture","Damage","DZ",112093557.889554
"Tracheophyta","Terrestrial","Agriculture","Damage","EC",210577472.00265
"Tracheophyta","Terrestrial","Agriculture","Damage","EE",11466794.1754904
"Tracheophyta","Terrestrial","Agriculture","Damage","EG",130080512.21018
"Tracheophyta","Terrestrial","Agriculture","Damage","ER",36681482.5043916
"Tracheophyta","Terrestrial","Agriculture","Damage","ES",11776300.4789018
"Tracheophyta","Terrestrial","Agriculture","Damage","ET",207350782.266442
"Tracheophyta","Terrestrial","Agriculture","Damage","FI",15442124.8272705
"Tracheophyta","Terrestrial","Agriculture","Damage","FJ",2155266.34706511
"Tracheophyta","Terrestrial","Agriculture","Damage","FM",2286418.29324827
"Tracheophyta","Terrestrial","Agriculture","Damage","FR",167944293.005482
"Tracheophyta","Terrestrial","Agriculture","Damage","GA",36059984.7724616
"Tracheophyta","Terrestrial","Agriculture","Damage","GB",48954262.4656355
"Tracheophyta","Terrestrial","Agriculture","Damage","GD",2800859.03181264
"Tracheophyta","Terrestrial","Agriculture","Damage","GE",35130269.3731485
"Tracheophyta","Terrestrial","Agriculture","Damage","GH",386220352.473569
"Tracheophyta","Terrestrial","Agriculture","Damage","GM",11868032.6578978
"Tracheophyta","Terrestrial","Agriculture","Damage","GN",96229635.1828185
"Tracheophyta","Terrestrial","Agriculture","Damage","GQ",6406826.17911899
"Tracheophyta","Terrestrial","Agriculture","Damage","GR",52957035.2156033
"Tracheophyta","Terrestrial","Agriculture","Damage","GT",216571392.034123
"Tracheophyta","Terrestrial","Agriculture","Damage","GW",10122627.6509745
"Tracheophyta","Terrestrial","Agriculture","Damage","GY",11441141.1182457
"Tracheophyta","Terrestrial","Agriculture","Damage","HN",118666891.847664
"Tracheophyta","Terrestrial","Agriculture","Damage","HR",236829888.778715
"Tracheophyta","Terrestrial","Agriculture","Damage","HT",21595726.1999513
"Tracheophyta","Terrestrial","Agriculture","Damage","HU",664552442.188989
"Tracheophyta","Terrestrial","Agriculture","Damage","ID",117895892.066563
"Tracheophyta","Terrestrial","Agriculture","Damage","IE",39023328.9553943
"Tracheophyta","Terrestrial","Agriculture","Damage","IL",20904982.7639158
"Tracheophyta","Terrestrial","Agriculture","Damage","IN",415030999.874615
"Tracheophyta","Terrestrial","Agriculture","Damage","IQ",73649958.3116884
"Tracheophyta","Terrestrial","Agriculture","Damage","IR",136658143.656416
"Tracheophyta","Terrestrial","Agriculture","Damage","IS",2721527.88601599
"Tracheophyta","Terrestrial","Agriculture","Damage","IT",428599214.796808
"Tracheophyta","Terrestrial","Agriculture","Damage","JM",39413909.6183798
"Tracheophyta","Terrestrial","Agriculture","Damage","JO",49010150.6712915
"Tracheophyta","Terrestrial","Agriculture","Damage","JP",2207355.12420591
"Tracheophyta","Terrestrial","Agriculture","Damage","KE",407365391.383684
"Tracheophyta","Terrestrial","Agriculture","Damage","KG",59266337.9905635
"Tracheophyta","Terrestrial","Agriculture","Damage","KH",31314973.0089882
"Tracheophyta","Terrestrial","Agriculture","Damage","KI",2374942.65606216
"Tracheophyta","Terrestrial","Agriculture","Damage","KM",3573288.34063317
"Tracheophyta","Terrestrial","Agriculture","Damage","KN",1133139.00046116
"Tracheophyta","Terrestrial","Agriculture","Damage","KP",69236863.9055891
"Tracheophyta","Terrestrial","Agriculture","Damage","KR",30932059.9758521
"Tracheophyta","Terrestrial","Agriculture","Damage","KW",6443875.5625453
"Tracheophyta","Terrestrial","Agriculture","Damage","KZ",116372477.044874
"Tracheophyta","Terrestrial","Agriculture","Damage","LA",30639270.0275595
"Tracheophyta","Terrestrial","Agriculture","Damage","LB",11969651.9411837
"Tracheophyta","Terrestrial","Agriculture","Damage","LI",5720567.55285296
"Tracheophyta","Terrestrial","Agriculture","Damage","LK",643050.072758632
"Tracheophyta","Terrestrial","Agriculture","Damage","LR",64228529.6752171
"Tracheophyta","Terrestrial","Agriculture","Damage","LS",11969923.317812
"Tracheophyta","Terrestrial","Agriculture","Damage","LT",50482615.5302158
"Tracheophyta","Terrestrial","Agriculture","Damage","LU",9119165.03338945
"Tracheophyta","Terrestrial","Agriculture","Damage","LV",16513342.2124505
"Tracheophyta","Terrestrial","Agriculture","Damage","LY",26651400.4332951
"Tracheophyta","Terrestrial","Agriculture","Damage","MA",355491439.718365
"Tracheophyta","Terrestrial","Agriculture","Damage","MD",236850240.369772
"Tracheophyta","Terrestrial","Agriculture","Damage","ME",3715462.2512987
"Tracheophyta","Terrestrial","Agriculture","Damage","MG",159335545.414621
"Tracheophyta","Terrestrial","Agriculture","Damage","MH",1313445.70559599
"Tracheophyta","Terrestrial","Agriculture","Damage","MK",6156112.39525486
"Tracheophyta","Terrestrial","Agriculture","Damage","ML",92140157.9381479
"Tracheophyta","Terrestrial","Agriculture","Damage","MM",63384225.5877053
"Tracheophyta","Terrestrial","Agriculture","Damage","MN",51017221.6305179
"Tracheophyta","Terrestrial","Agriculture","Damage","MR",99780639.2419718
"Tracheophyta","Terrestrial","Agriculture","Damage","MU",6297164.35604862
"Tracheophyta","Terrestrial","Agriculture","Damage","MV",1237282.17191519
"Tracheophyta","Terrestrial","Agriculture","Damage","MW",246773938.300299
"Tracheophyta","Terrestrial","Agriculture","Damage","MX",372108614.781244
"Tracheophyta","Terrestrial","Agriculture","Damage","MY",357910805.764138
"Tracheophyta","Terrestrial","Agriculture","Damage","MZ",270624484.2966
"Tracheophyta","Terrestrial","Agriculture","Damage","NE",84848058.3801035
"Tracheophyta","Terrestrial","Agriculture","Damage","NG",1307354358.09001
"Tracheophyta","Terrestrial","Agriculture","Damage","NI",146237508.350474
"Tracheophyta","Terrestrial","Agriculture","Damage","NL",535159.691387667
"Tracheophyta","Terrestrial","Agriculture","Damage","NO",32823775.48337
"Tracheophyta","Terrestrial","Agriculture","Damage","NP",104681406.856764
"Tracheophyta","Terrestrial","Agriculture","Damage","NR",1177570.70393164
"Tracheophyta","Terrestrial","Agriculture","Damage","NZ",119658603.904979
"Tracheophyta","Terrestrial","Agriculture","Damage","OM",14003473.7126535
"Tracheophyta","Terrestrial","Agriculture","Damage","PA",104893755.853586
"Tracheophyta","Terrestrial","Agriculture","Damage","PE",55441181.8627198
"Tracheophyta","Terrestrial","Agriculture","Damage","PG",89252929.4677618
"Tracheophyta","Terrestrial","Agriculture","Damage","PH",175842489.254053
"Tracheophyta","Terrestrial","Agriculture","Damage","PK",247272284.240052
"Tracheophyta","Terrestrial","Agriculture","Damage","PL",48497563.7160881
"Tracheophyta","Terrestrial","Agriculture","Damage","PT",29347963.4440165
"Tracheophyta","Terrestrial","Agriculture","Damage","PW",1896108.21086755
"Tracheophyta","Terrestrial","Agriculture","Damage","PY",36394905.3389315
"Tracheophyta","Terrestrial","Agriculture","Damage","QA",3301913.35806513
"Tracheophyta","Terrestrial","Agriculture","Damage","RO",725439936.07121
"Tracheophyta","Terrestrial","Agriculture","Damage","RS",537986564.260512
"Tracheophyta","Terrestrial","Agriculture","Damage","RU",79395019.2369179
"Tracheophyta","Terrestrial","Agriculture","Damage","RW",23613203.6841092
"Tracheophyta","Terrestrial","Agriculture","Damage","SA",103615035.137105
"Tracheophyta","Terrestrial","Agriculture","Damage","SB",5191647.77370204
"Tracheophyta","Terrestrial","Agriculture","Damage","SC",1891570.59511131
"Tracheophyta","Terrestrial","Agriculture","Damage","SD",109672944.839318
"Tracheophyta","Terrestrial","Agriculture","Damage","SE",93450793.6106116
"Tracheophyta","Terrestrial","Agriculture","Damage","SG",50297927.335015
"Tracheophyta","Terrestrial","Agriculture","Damage","SI",9583086.6132885
"Tracheophyta","Terrestrial","Agriculture","Damage","SK",224992974.458663
"Tracheophyta","Terrestrial","Agriculture","Damage","SL",55204779.248877
"Tracheophyta","Terrestrial","Agriculture","Damage","SN",72032259.594815
"Tracheophyta","Terrestrial","Agriculture","Damage","SO",61483989.1710049
"Tracheophyta","Terrestrial","Agriculture","Damage","SR",12988818.0993544
"Tracheophyta","Terrestrial","Agriculture","Damage","SS",33216052.0503914
"Tracheophyta","Terrestrial","Agriculture","Damage","ST",3454070.96711388
"Tracheophyta","Terrestrial","Agriculture","Damage","SV",44901493.955272
"Tracheophyta","Terrestrial","Agriculture","Damage","SY",128229307.564732
"Tracheophyta","Terrestrial","Agriculture","Damage","SZ",10232320.2237301
"Tracheophyta","Terrestrial","Agriculture","Damage","TD",77775490.8791065
"Tracheophyta","Terrestrial","Agriculture","Damage","TG",20259015.3344643
"Tracheophyta","Terrestrial","Agriculture","Damage","TH",254965205.56414
"Tracheophyta","Terrestrial","Agriculture","Damage","TJ",42888763.2811272
"Tracheophyta","Terrestrial","Agriculture","Damage","TL",2794064.38104857
"Tracheophyta","Terrestrial","Agriculture","Damage","TM",15051901.3508096
"Tracheophyta","Terrestrial","Agriculture","Damage","TN",70880720.8960184
"Tracheophyta","Terrestrial","Agriculture","Damage","TO",1157392.98761203
"Tracheophyta","Terrestrial","Agriculture","Damage","TR",40352262.1650886
"Tracheophyta","Terrestrial","Agriculture","Damage","TT",9726752.71530512
"Tracheophyta","Terrestrial","Agriculture","Damage","TZ",288402405.701083
"Tracheophyta","Terrestrial","Agriculture","Damage","UA",960838898.257217
"Tracheophyta","Terrestrial","Agriculture","Damage","UG",93240653.5429036
"Tracheophyta","Terrestrial","Agriculture","Damage","US",1454351603.75735
"Tracheophyta","Terrestrial","Agriculture","Damage","UY",22605105.4327187
"Tracheophyta","Terrestrial","Agriculture","Damage","UZ",162504186.429945
"Tracheophyta","Terrestrial","Agriculture","Damage","VC",3351595.17633799
"Tracheophyta","Terrestrial","Agriculture","Damage","VE",229555396.523878
"Tracheophyta","Terrestrial","Agriculture","Damage","VN",20571000.9716769
"Tracheophyta","Terrestrial","Agriculture","Damage","VU",4388923.91311391
"Tracheophyta","Terrestrial","Agriculture","Damage","WS",1049896.44679124
"Tracheophyta","Terrestrial","Agriculture","Damage","YE",106131265.494634
"Tracheophyta","Terrestrial","Agriculture","Damage","ZA",382584297.19362
"Tracheophyta","Terrestrial","Agriculture","Damage","ZM",44113415.3180965
"Tracheophyta","Terrestrial","Agriculture","Damage","ZW",88604927.9434173
"Tracheophyta","Terrestrial","Agriculture","Management","AD",4217441.14395456
"Tracheophyta","Terrestrial","Agriculture","Management","AE",3260927.56448438
"Tracheophyta","Terrestrial","Agriculture","Management","AF",1480288.48768611
"Tracheophyta","Terrestrial","Agriculture","Management","AG",1567121.89197125
"Tracheophyta","Terrestrial","Agriculture","Management","AL",2274201.45382992
"Tracheophyta","Terrestrial","Agriculture","Management","AM",2489433.41143086
"Tracheophyta","Terrestrial","Agriculture","Management","AO",1593281.50592927
"Tracheophyta","Terrestrial","Agriculture","Management","AR",15984213.8411152
"Tracheophyta","Terrestrial","Agriculture","Management","AT",9277557.58637773
"Tracheophyta","Terrestrial","Agriculture","Management","AU",2030138.89951459
"Tracheophyta","Terrestrial","Agriculture","Management","AZ",4739634.50336767
"Tracheophyta","Terrestrial","Agriculture","Management","BA",3676262.4054101
"Tracheophyta","Terrestrial","Agriculture","Management","BB",875905.856974374
"Tracheophyta","Terrestrial","Agriculture","Management","BD",3804316.04320081
"Tracheophyta","Terrestrial","Agriculture","Management","BE",22152601.9672986
"Tracheophyta","Terrestrial","Agriculture","Management","BF",217670.596619369
"Tracheophyta","Terrestrial","Agriculture","Management","BG",9238330.00224549
"Tracheophyta","Terrestrial","Agriculture","Management","BI",130769.105080317
"Tracheophyta","Terrestrial","Agriculture","Management","BJ",234501.840071851
"Tracheophyta","Terrestrial","Agriculture","Management","BN",351012.178298604
"Tracheophyta","Terrestrial","Agriculture","Management","BO",5793345.53572195
"Tracheophyta","Terrestrial","Agriculture","Management","BR",1443976538.06511
"Tracheophyta","Terrestrial","Agriculture","Management","BS",1174855.56717397
"Tracheophyta","Terrestrial","Agriculture","Management","BT",928815.768139177
"Tracheophyta","Terrestrial","Agriculture","Management","BW",1810382.54117468
"Tracheophyta","Terrestrial","Agriculture","Management","BY",6271105.36858078
"Tracheophyta","Terrestrial","Agriculture","Management","BZ",1110411.0810688
"Tracheophyta","Terrestrial","Agriculture","Management","CA",1740281989.81925
"Tracheophyta","Terrestrial","Agriculture","Management","CD",3327365.66393345
"Tracheophyta","Terrestrial","Agriculture","Management","CF",381571.454487714
"Tracheophyta","Terrestrial","Agriculture","Management","CG",212992.861211043
"Tracheophyta","Terrestrial","Agriculture","Management","CH",19598410.7784758
"Tracheophyta","Terrestrial","Agriculture","Management","CI",26680.8010460297
"Tracheophyta","Terrestrial","Agriculture","Management","CL",1120049.62444003
"Tracheophyta","Terrestrial","Agriculture","Management","CM",373242.262552434
"Tracheophyta","Terrestrial","Agriculture","Management","CN",12003535.1179313
"Tracheophyta","Terrestrial","Agriculture","Management","CO",25531641.2162039
"Tracheophyta","Terrestrial","Agriculture","Management","CR",6619870.86299299
"Tracheophyta","Terrestrial","Agriculture","Management","CU",38718639.3251076
"Tracheophyta","Terrestrial","Agriculture","Management","CV",1343061.92058106
"Tracheophyta","Terrestrial","Agriculture","Management","CY",2704012.2301397
"Tracheophyta","Terrestrial","Agriculture","Management","CZ",10891871.0886386
"Tracheophyta","Terrestrial","Agriculture","Management","DE",23128189.2111199
"Tracheophyta","Terrestrial","Agriculture","Management","DJ",330449.757233875
"Tracheophyta","Terrestrial","Agriculture","Management","DK",9214956.88717104
"Tracheophyta","Terrestrial","Agriculture","Management","DM",1464635.77112359
"Tracheophyta","Terrestrial","Agriculture","Management","DO",7823861.49830901
"Tracheophyta","Terrestrial","Agriculture","Management","DZ",22535303.1122019
"Tracheophyta","Terrestrial","Agriculture","Management","EC",19909876.955813
"Tracheophyta","Terrestrial","Agriculture","Management","EE",3902387.20024902
"Tracheophyta","Terrestrial","Agriculture","Management","EG",9572589.83076529
"Tracheophyta","Terrestrial","Agriculture","Management","ER",297497.918388842
"Tracheophyta","Terrestrial","Agriculture","Management","ES",539953.072524672
"Tracheophyta","Terrestrial","Agriculture","Management","ET",2722818.19703812
"Tracheophyta","Terrestrial","Agriculture","Management","FI",6352693.209146
"Tracheophyta","Terrestrial","Agriculture","Management","FJ",232142.809307901
"Tracheophyta","Terrestrial","Agriculture","Management","FM",509181.157029736
"Tracheophyta","Terrestrial","Agriculture","Management","FR",2465830.61842568
"Tracheophyta","Terrestrial","Agriculture","Management","GA",670165.300841041
"Tracheophyta","Terrestrial","Agriculture","Management","GB",42383770.4268365
"Tracheophyta","Terrestrial","Agriculture","Management","GD",1111730.38796459
"Tracheophyta","Terrestrial","Agriculture","Management","GE",2075410.86062086
"Tracheophyta","Terrestrial","Agriculture","Management","GH",5547187.12352552
"Tracheophyta","Terrestrial","Agriculture","Management","GM",413327.683401754
"Tracheophyta","Terrestrial","Agriculture","Management","GN",510640.44478811
"Tracheophyta","Terrestrial","Agriculture","Management","GQ",225912.827719267
"Tracheophyta","Terrestrial","Agriculture","Management","GR",15828806.7972834
"Tracheophyta","Terrestrial","Agriculture","Management","GT",7056999.67964384
"Tracheophyta","Terrestrial","Agriculture","Management","GW",182061.776787367
"Tracheophyta","Terrestrial","Agriculture","Management","GY",1408631.39033758
"Tracheophyta","Terrestrial","Agriculture","Management","HN",6293860.40077341
"Tracheophyta","Terrestrial","Agriculture","Management","HR",5676539.83493899
"Tracheophyta","Terrestrial","Agriculture","Management","HT",443600.315417126
"Tracheophyta","Terrestrial","Agriculture","Management","HU",18151724.0661045
"Tracheophyta","Terrestrial","Agriculture","Management","ID",4918701.37012432
"Tracheophyta","Terrestrial","Agriculture","Management","IE",2479121.37861664
"Tracheophyta","Terrestrial","Agriculture","Management","IL",14968369.3100297
"Tracheophyta","Terrestrial","Agriculture","Management","IN",3376354.95801837
"Tracheophyta","Terrestrial","Agriculture","Management","IQ",4995532.5684583
"Tracheophyta","Terrestrial","Agriculture","Management","IR",24223724.4920929
"Tracheophyta","Terrestrial","Agriculture","Management","IS",2058887.84986498
"Tracheophyta","Terrestrial","Agriculture","Management","IT",60508785.687272
"Tracheophyta","Terrestrial","Agriculture","Management","JM",2786639.49209742
"Tracheophyta","Terrestrial","Agriculture","Management","JO",4183820.31716003
"Tracheophyta","Terrestrial","Agriculture","Management","JP",792648.258259151
"Tracheophyta","Terrestrial","Agriculture","Management","KE",1252433.47957923
"Tracheophyta","Terrestrial","Agriculture","Management","KG",1374506.68399931
"Tracheophyta","Terrestrial","Agriculture","Management","KH",576145.518464989
"Tracheophyta","Terrestrial","Agriculture","Management","KI",174530.639873032
"Tracheophyta","Terrestrial","Agriculture","Management","KM",172670.53830126
"Tracheophyta","Terrestrial","Agriculture","Management","KN",723232.480395655
"Tracheophyta","Terrestrial","Agriculture","Management","KP",3444539.57005895
"Tracheophyta","Terrestrial","Agriculture","Management","KR",17680942.4788094
"Tracheophyta","Terrestrial","Agriculture","Management","KW",3185239.6920526
"Tracheophyta","Terrestrial","Agriculture","Management","KZ",8097968.88469087
"Tracheophyta","Terrestrial","Agriculture","Management","LA",823935.164390673
"Tracheophyta","Terrestrial","Agriculture","Management","LB",5706102.24241301
"Tracheophyta","Terrestrial","Agriculture","Management","LC",385515.707822478
"Tracheophyta","Terrestrial","Agriculture","Management","LI",3371930.66658894
"Tracheophyta","Terrestrial","Agriculture","Management","LK",1025824.74388012
"Tracheophyta","Terrestrial","Agriculture","Management","LR",182438.441137563
"Tracheophyta","Terrestrial","Agriculture","Management","LS",199528.768771364
"Tracheophyta","Terrestrial","Agriculture","Management","LT",1896572.98985041
"Tracheophyta","Terrestrial","Agriculture","Management","LU",3163078.90128085
"Tracheophyta","Terrestrial","Agriculture","Management","LV",2107870.16345941
"Tracheophyta","Terrestrial","Agriculture","Management","LY",11229403.1098749
"Tracheophyta","Terrestrial","Agriculture","Management","MA",20395776.6044326
"Tracheophyta","Terrestrial","Agriculture","Management","MC",1829822.98784322
"Tracheophyta","Terrestrial","Agriculture","Management","MD",3448054.87472691
"Tracheophyta","Terrestrial","Agriculture","Management","ME",1874554.78666451
"Tracheophyta","Terrestrial","Agriculture","Management","MG",377132.095015071
"Tracheophyta","Terrestrial","Agriculture","Management","MH",232066.990614357
"Tracheophyta","Terrestrial","Agriculture","Management","MK",1957717.05200142
"Tracheophyta","Terrestrial","Agriculture","Management","ML",1434806.61764475
"Tracheophyta","Terrestrial","Agriculture","Management","MM",4130309.09655952
"Tracheophyta","Terrestrial","Agriculture","Management","MN",1295515.90826238
"Tracheophyta","Terrestrial","Agriculture","Management","MR",1982194.91001192
"Tracheophyta","Terrestrial","Agriculture","Management","MT",5003336.40032939
"Tracheophyta","Terrestrial","Agriculture","Management","MU",1685511.36322205
"Tracheophyta","Terrestrial","Agriculture","Management","MV",1243080.71138487
"Tracheophyta","Terrestrial","Agriculture","Management","MW",538022.218491964
"Tracheophyta","Terrestrial","Agriculture","Management","MX",484993.716913333
"Tracheophyta","Terrestrial","Agriculture","Management","MY",22338909.7845828
"Tracheophyta","Terrestrial","Agriculture","Management","MZ",1002811.36528121
"Tracheophyta","Terrestrial","Agriculture","Management","NE",608946.328566982
"Tracheophyta","Terrestrial","Agriculture","Management","NG",3094753.25266207
"Tracheophyta","Terrestrial","Agriculture","Management","NI",2092227.51877993
"Tracheophyta","Terrestrial","Agriculture","Management","NL",14508451.0204863
"Tracheophyta","Terrestrial","Agriculture","Management","NO",8429570.12428508
"Tracheophyta","Terrestrial","Agriculture","Management","NP",5398524.00817068
"Tracheophyta","Terrestrial","Agriculture","Management","NR",342861.454289266
"Tracheophyta","Terrestrial","Agriculture","Management","NZ",65005476.6182339
"Tracheophyta","Terrestrial","Agriculture","Management","OM",2552870.72986057
"Tracheophyta","Terrestrial","Agriculture","Management","PA",6966048.2106838
"Tracheophyta","Terrestrial","Agriculture","Management","PE",25058190.7651614
"Tracheophyta","Terrestrial","Agriculture","Management","PG",1007768.56329994
"Tracheophyta","Terrestrial","Agriculture","Management","PH",12497470.3684138
"Tracheophyta","Terrestrial","Agriculture","Management","PK",13270594.1413224
"Tracheophyta","Terrestrial","Agriculture","Management","PL",12924939.1876403
"Tracheophyta","Terrestrial","Agriculture","Management","PT",21063045.1826001
"Tracheophyta","Terrestrial","Agriculture","Management","PW",1178843.265744
"Tracheophyta","Terrestrial","Agriculture","Management","PY",3846116.11859289
"Tracheophyta","Terrestrial","Agriculture","Management","QA",709183.942773567
"Tracheophyta","Terrestrial","Agriculture","Management","RO",20948326.5897985
"Tracheophyta","Terrestrial","Agriculture","Management","RS",3871549.14191584
"Tracheophyta","Terrestrial","Agriculture","Management","RU",15073777.2972726
"Tracheophyta","Terrestrial","Agriculture","Management","RW",979213.011411958
